,Station Name,Province,Climate ID,StationId,Latitude (y),Longitude (x),Elevation (m),First Year,Last Year,Status,Null pourcent
1408,ST LAWRENCE,NEWFOUNDLAND,8403619,45567,46.92,-55.38,48.5,2006,2023,True,9.335839598997492
1409,SOPS ARM WHITE BAY,NEWFOUNDLAND,8403690,6734,49.77,-56.88,16.6,1979,2021,False,73.37092731829574
1410,STEPHENVILLE A,NEWFOUNDLAND,8403801,52759,48.54,-58.55,24.7,2014,2023,True,2.568922305764411
1411,STEPHENVILLE RCS,NEWFOUNDLAND,8403820,47607,48.56,-58.57,58.0,2008,2023,True,0.8980785296574769
1412,TERRA NOVA NAT PARK CS,NEWFOUNDLAND,8403851,27142,48.56,-53.97,106.7,1996,2023,True,4.135338345864661
1413,TWILLINGATE (AUT),NEWFOUNDLAND,8404025,7083,49.68,-54.8,92.3,1993,2023,True,11.11111111111111
1414,WINTERLAND BRANCH HILL,NEWFOUNDLAND,8404242,54898,47.14,-55.33,29.26,2018,2023,True,6.975772765246449
1415,WRECKHOUSE,NEWFOUNDLAND,8404343,45307,47.71,-59.31,31.7,2006,2023,True,13.262322472848789
1416,GRATES COVE,NEWFOUNDLAND,840B053,10818,48.17,-52.94,46.2,1994,2023,False,50.08354218880535
1417,POOLS ISLAND,NEWFOUNDLAND,840BR7C,10817,49.11,-53.58,19.3,1994,2023,False,51.6499582289056
1418,MARTICOT ISLAND,NEWFOUNDLAND,840KN90,10909,47.33,-54.59,21.8,1994,2023,False,59.64912280701754
1419,BIG BAY,NEWFOUNDLAND,8500536,54780,55.74,-60.43,249.5,2021,2021,False,95.36340852130326
1420,CARTWRIGHT A,NEWFOUNDLAND,8501106,53958,53.68,-57.04,14.3,2015,2023,True,2.297410192147034
1421,CHURCHILL FALLS,NEWFOUNDLAND,8501130,10887,53.56,-64.09,439.5,1992,2021,False,68.31662489557226
1422,CHURCHILL FALLS A,NEWFOUNDLAND,8501131,49629,53.56,-64.11,439.5,2011,2023,True,11.6750208855472
1423,GOOSE A,NEWFOUNDLAND,8501900,6777,53.32,-60.42,48.8,1941,2023,True,0.12531328320802
1424,HAPPY VALLEY GOOSE BAY,NEWFOUNDLAND,8501915,55078,53.41,-60.56,38.0,2020,2023,True,16.416040100250626
1425,HOPEDALE (AUT),NEWFOUNDLAND,8502400,6781,55.45,-60.22,11.9,1942,2023,False,33.83458646616541
1426,MAKKOVIK A,NEWFOUNDLAND,8502580,53506,55.08,-59.19,70.4,2015,2023,False,36.63324979114453
1427,MARY'S HARBOUR A,NEWFOUNDLAND,8502592,51918,52.3,-55.85,10.6,2013,2023,True,10.401002506265664
1428,NAIN,NEWFOUNDLAND,8502799,10813,56.55,-61.68,7.6,1994,2023,False,56.26566416040101
1429,NAIN A,NEWFOUNDLAND,8502810,53502,56.55,-61.68,6.4,2015,2023,False,37.96992481203007
1430,SAGLEK,NEWFOUNDLAND,8503249,6797,58.48,-62.59,488.0,1989,2023,False,77.38095238095238
1431,WABUSH A,NEWFOUNDLAND,8504177,52541,52.92,-66.86,551.4,2014,2023,True,2.506265664160401
